Index,Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
1599,04-08-2012,2012,Bridgeport,102860,90000,Single Family,Detached House,3,2,939,1.021958,West
1600,05-08-2012,2012,Greenwich,783580,1225000,Single Family,Detached House,3,1,947,1.021958,South
1601,09-08-2012,2012,Norwalk,218190,205000,Single Family,Detached House,3,3,999,1.021958,West
1602,09-08-2012,2012,Bridgeport,134210,133700,Single Family,Detached House,3,3,920,1.021958,East
1603,10-08-2012,2012,Waterbury,114030,42000,Four Family,Fourplex,8,8,2727,1.021958,South
1604,10-08-2012,2012,Stamford,616690,765000,Single Family,Detached House,3,1,981,1.021958,West
1605,10-08-2012,2012,Fairfield,655550,1000000,Single Family,Detached House,3,2,1028,1.021958,South
1606,11-08-2012,2012,Norwalk,461370,625000,Single Family,Detached House,3,2,936,1.021958,North
1607,11-08-2012,2012,West Hartford,189200,292500,Single Family,Detached House,3,2,991,1.021958,West
1608,12-08-2012,2012,Greenwich,900900,1270000,Single Family,Detached House,3,2,1057,1.021958,West
1609,13-08-2012,2012,Fairfield,302820,380000,Single Family,Detached House,3,2,954,1.021958,West
1610,13-08-2012,2012,Norwalk,368410,400000,Single Family,Detached House,3,3,966,1.021958,East
1611,13-08-2012,2012,Fairfield,252700,280000,Single Family,Detached House,3,2,1033,1.021958,East
1612,13-08-2012,2012,Norwalk,244020,450000,Single Family,Detached House,3,1,962,1.021958,South
1613,16-08-2012,2012,Fairfield,464310,470000,Single Family,Detached House,3,2,1097,1.021958,East
1614,16-08-2012,2012,West Hartford,298600,425000,Single Family,Detached House,3,2,1033,1.021958,East
1615,17-08-2012,2012,Greenwich,1154720,1743000,Single Family,Detached House,3,3,1089,1.021958,West
1616,17-08-2012,2012,Bridgeport,173960,130000,?,Detached House,3,2,967,1.021958,South
1617,18-08-2012,2012,Bridgeport,126420,190000,Single Family,Detached House,3,1,1071,1.021958,West
1618,18-08-2012,2012,Fairfield,376180,355000,Single Family,Detached House,3,3,979,1.021958,North
1619,18-08-2012,2012,Waterbury,83720,125000,Single Family,Detached House,3,2,977,1.021958,East
1620,19-08-2012,2012,Bridgeport,124670,210000,Single Family,Detached House,3,2,963,1.021958,East
1621,19-08-2012,2012,Greenwich,496790,325000,Single Family,Detached House,3,1,1051,1.021958,South
1622,19-08-2012,2012,Fairfield,795060,917000,Single Family,Detached House,3,3,1028,1.021958,South
1623,23-08-2012,2012,Greenwich,1362690,1440000,?,Detached House,3,2,986,1.021958,North
1624,23-08-2012,2012,Stamford,1845940,2975000,Single Family,Detached House,3,1,1094,1.021958,North
1625,23-08-2012,2012,Fairfield,259560,210000,Single Family,Detached House,3,1,927,1.021958,South
1626,23-08-2012,2012,Greenwich,2337650,1500000,Single Family,Detached House,3,3,1008,1.021958,East
1627,23-08-2012,2012,West Hartford,720600,1200000,Single Family,Detached House,3,3,1092,1.021958,West
1628,23-08-2012,2012,Fairfield,653800,740000,Single Family,Detached House,3,1,1027,1.021958,East
1629,24-08-2012,2012,Waterbury,127590,40000,Three Family,Triplex,6,4,1843,1.021958,North
1630,25-08-2012,2012,Fairfield,354340,430000,Single Family,Detached House,3,1,1016,1.021958,East
1631,25-08-2012,2012,Fairfield,518350,550900,Single Family,Detached House,3,2,993,1.021958,North
1632,26-08-2012,2012,Norwalk,356720,270000,Two Family,Duplex,4,4,1449,1.021958,North
1633,26-08-2012,2012,West Hartford,176000,255000,Single Family,Detached House,3,2,1021,1.021958,West
1634,30-08-2012,2012,Norwalk,302680,539000,Single Family,Detached House,3,1,1028,1.021958,North
1635,30-08-2012,2012,Stamford,699170,585000,?,Detached House,3,2,969,1.021958,East
1636,30-08-2012,2012,West Hartford,343500,535000,Single Family,Detached House,3,3,902,1.021958,East
1637,30-08-2012,2012,Bridgeport,205370,166000,Three Family,Triplex,6,4,2166,1.021958,North
1638,30-08-2012,2012,Fairfield,422940,570000,?,Detached House,3,2,1001,1.021958,East
1639,30-08-2012,2012,Bridgeport,115880,25000,Single Family,Detached House,3,1,1074,1.021958,East
1640,31-08-2012,2012,West Hartford,126700,206000,Single Family,Detached House,3,3,1057,1.021958,West
1641,31-08-2012,2012,Fairfield,331680,437000,Single Family,Detached House,3,2,933,1.021958,North
1642,31-08-2012,2012,Stamford,504460,702500,Single Family,Detached House,3,1,1098,1.021958,West
1643,31-08-2012,2012,Stamford,692040,635000,?,Detached House,3,1,1045,1.021958,South
1644,31-08-2012,2012,Bridgeport,125940,152000,Single Family,Detached House,3,3,1082,1.021958,North
1645,31-08-2012,2012,Greenwich,1801730,1625000,Single Family,Detached House,3,1,1078,1.021958,South
1646,01-09-2012,2012,Waterbury,146420,40000,Three Family,Triplex,6,6,1906,1.021958,South
1647,01-09-2012,2012,Bridgeport,156350,152000,Single Family,Detached House,3,3,1051,1.021958,East
1648,01-09-2012,2012,Greenwich,1046920,1100000,Single Family,Detached House,3,3,943,1.021958,North
1649,03-09-2012,2012,Bridgeport,101180,45000,Single Family,Detached House,3,1,1082,1.021958,East
1650,03-09-2012,2012,Waterbury,143390,153000,Two Family,Duplex,4,2,1347,1.021958,South
1651,03-09-2012,2012,Stamford,613060,955000,Single Family,Detached House,3,2,970,1.021958,East
1652,07-09-2012,2012,Stamford,439260,636500,Single Family,Detached House,3,1,950,1.021958,South
1653,07-09-2012,2012,Waterbury,145190,158000,Single Family,Detached House,3,1,974,1.021958,North
1654,09-09-2012,2012,Fairfield,439740,588000,Single Family,Detached House,3,1,1011,1.021958,West
1655,09-09-2012,2012,Fairfield,336290,365000,?,Detached House,3,2,1068,1.021958,South
1656,10-09-2012,2012,Greenwich,1194410,1495000,Single Family,Detached House,3,1,1085,1.021958,South
1657,13-09-2012,2012,Waterbury,96610,40000,Single Family,Detached House,3,2,957,1.021958,East
1658,13-09-2012,2012,Bridgeport,173400,50000,Two Family,Duplex,4,2,1364,1.021958,North
1659,13-09-2012,2012,Waterbury,101670,92000,Single Family,Detached House,3,1,961,1.021958,East
1660,15-09-2012,2012,Fairfield,225330,340000,Single Family,Detached House,3,1,947,1.021958,North
1661,16-09-2012,2012,Greenwich,440790,425000,Single Family,Detached House,3,3,956,1.021958,North
1662,17-09-2012,2012,Greenwich,673260,700000,Single Family,Detached House,3,2,949,1.021958,South
1663,17-09-2012,2012,Waterbury,105480,39400,Three Family,Triplex,6,4,1910,1.021958,East
1664,20-09-2012,2012,Stamford,518800,685000,Single Family,Detached House,3,2,989,1.021958,South
1665,21-09-2012,2012,Fairfield,377790,400000,?,Detached House,3,2,1007,1.021958,West
1666,22-09-2012,2012,Greenwich,1278620,3740000,?,Detached House,3,3,934,1.021958,West
1667,23-09-2012,2012,Fairfield,376180,450000,Single Family,Detached House,3,1,963,1.021958,South
1668,23-09-2012,2012,Stamford,450440,270000,Three Family,Triplex,6,6,1865,1.021958,East
1669,24-09-2012,2012,Stamford,676240,735000,Single Family,Detached House,3,1,931,1.021958,West
1670,24-09-2012,2012,Waterbury,125670,127500,Single Family,Detached House,3,3,1034,1.021958,East
1671,27-09-2012,2012,Bridgeport,154120,153500,Single Family,Detached House,3,2,925,1.021958,East
1672,27-09-2012,2012,Greenwich,610540,810000,Single Family,Detached House,3,1,1025,1.021958,West
1673,27-09-2012,2012,Waterbury,111950,72000,Three Family,Triplex,6,6,2010,1.021958,North
1674,28-09-2012,2012,Fairfield,427910,407000,Single Family,Detached House,3,3,976,1.021958,South
1675,29-09-2012,2012,Norwalk,305900,420000,Single Family,Detached House,3,3,931,1.021958,North
1676,30-09-2012,2012,Greenwich,2234260,3550000,Single Family,Detached House,3,1,1065,1.021958,South
1677,30-09-2012,2012,Greenwich,2122050,2375000,Single Family,Detached House,3,2,1010,1.021958,North
1678,30-09-2012,2012,Bridgeport,123160,65500,Single Family,Detached House,3,3,994,1.021958,West
1679,30-09-2012,2012,Bridgeport,168870,55000,?,Triplex,6,4,1895,1.021958,North
1680,01-10-2012,2012,Waterbury,95290,136500,Single Family,Detached House,3,3,1073,1.021958,South
1681,04-10-2012,2012,Waterbury,140610,139900,Two Family,Duplex,4,3,1389,1.021958,East
1682,04-10-2012,2012,Bridgeport,192170,85000,Three Family,Triplex,6,4,2033,1.021958,North
1683,04-10-2012,2012,Bridgeport,121640,100410,Single Family,Detached House,3,2,969,1.021958,West
1684,04-10-2012,2012,Norwalk,261240,328000,Single Family,Detached House,3,2,1013,1.021958,West
1685,04-10-2012,2012,Stamford,387670,355000,Single Family,Detached House,3,3,1012,1.021958,West
1686,06-10-2012,2012,Bridgeport,267110,250000,Four Family,Fourplex,8,6,2821,1.021958,West
1687,06-10-2012,2012,Bridgeport,145760,255000,Three Family,Triplex,6,4,2064,1.021958,North
1688,08-10-2012,2012,Waterbury,91100,130000,Single Family,Detached House,3,2,1061,1.021958,North
1689,12-10-2012,2012,West Hartford,239700,187500,Single Family,Detached House,3,2,983,1.021958,North
1690,12-10-2012,2012,Waterbury,119100,85000,Single Family,Detached House,3,2,1015,1.021958,East
1691,12-10-2012,2012,West Hartford,215400,262500,Single Family,Detached House,3,1,1041,1.021958,South
1692,12-10-2012,2012,Norwalk,172690,105000,Single Family,Detached House,3,1,972,1.021958,South
1693,14-10-2012,2012,Waterbury,131890,25000,Three Family,Triplex,6,5,1985,1.021958,South
1694,14-10-2012,2012,West Hartford,284200,407500,Single Family,Detached House,3,3,957,1.021958,East
1695,19-10-2012,2012,West Hartford,262700,330000,Single Family,Detached House,3,3,1064,1.021958,East
1696,19-10-2012,2012,Stamford,465380,560000,Single Family,Detached House,3,3,949,1.021958,North
1697,20-10-2012,2012,West Hartford,261900,376000,Single Family,Detached House,3,3,978,1.021958,South
1698,21-10-2012,2012,Stamford,381900,340000,Single Family,Detached House,3,3,905,1.021958,East
1699,21-10-2012,2012,Bridgeport,297110,415000,?,Detached House,3,1,1010,1.021958,South
1700,21-10-2012,2012,Bridgeport,147900,77100,Two Family,Duplex,4,4,1377,1.021958,North
1701,26-10-2012,2012,West Hartford,254000,335000,Single Family,Detached House,3,1,1002,1.021958,West
1702,27-10-2012,2012,Bridgeport,130190,18400,Single Family,Detached House,3,3,1024,1.021958,North
1703,27-10-2012,2012,West Hartford,258400,90000,Single Family,Detached House,3,1,1000,1.021958,East
1704,29-10-2012,2012,Stamford,373850,399000,Single Family,Detached House,3,2,933,1.021958,West
1705,29-10-2012,2012,Waterbury,123790,59000,Single Family,Detached House,3,3,915,1.021958,West
1706,01-11-2012,2012,Stamford,512290,525000,Three Family,Triplex,6,4,1889,1.021958,West
1707,01-11-2012,2012,West Hartford,214000,100000,Single Family,Detached House,3,3,948,1.021958,South
1708,01-11-2012,2012,Stamford,629820,848000,Single Family,Detached House,3,3,973,1.021958,East
1709,02-11-2012,2012,Bridgeport,204560,165000,Two Family,Duplex,4,4,1470,1.021958,West
1710,04-11-2012,2012,Norwalk,585900,715000,Single Family,Detached House,3,1,1047,1.021958,South
1711,08-11-2012,2012,Norwalk,351820,242500,Single Family,Detached House,3,1,986,1.021958,East
1712,08-11-2012,2012,Bridgeport,301040,220000,Single Family,Detached House,3,2,1028,1.021958,North
1713,08-11-2012,2012,Bridgeport,123570,161000,Two Family,Duplex,4,3,1346,1.021958,East
1714,08-11-2012,2012,West Hartford,336500,470000,Single Family,Detached House,3,1,929,1.021958,West
1715,09-11-2012,2012,Bridgeport,92000,108300,?,Detached House,3,2,1096,1.021958,South
1716,09-11-2012,2012,Waterbury,91250,142900,Single Family,Detached House,3,3,1087,1.021958,East
1717,10-11-2012,2012,Waterbury,96530,85000,Single Family,Detached House,3,3,1067,1.021958,North
1718,12-11-2012,2012,Norwalk,282520,359900,Single Family,Detached House,3,2,1055,1.021958,South
1719,15-11-2012,2012,Norwalk,401660,365000,?,Detached House,3,3,925,1.021958,East
1720,15-11-2012,2012,West Hartford,158000,190000,Single Family,Detached House,3,1,1007,1.021958,West
1721,15-11-2012,2012,Bridgeport,165150,199500,?,Detached House,3,2,1009,1.021958,East
1722,16-11-2012,2012,Waterbury,108360,105000,?,Detached House,3,3,1047,1.021958,North
1723,17-11-2012,2012,Stamford,287470,330000,Single Family,Detached House,3,1,958,1.021958,West
1724,18-11-2012,2012,Bridgeport,175940,165000,Two Family,Duplex,4,3,1284,1.021958,West
1725,18-11-2012,2012,Bridgeport,170630,95000,?,Duplex,4,3,1322,1.021958,East
1726,18-11-2012,2012,Bridgeport,196660,125668,Three Family,Triplex,6,6,1852,1.021958,North
1727,22-11-2012,2012,Bridgeport,178870,15000,Two Family,Duplex,4,4,1398,1.021958,East
1728,23-11-2012,2012,Waterbury,89510,106000,Single Family,Detached House,3,2,1093,1.021958,West
1729,23-11-2012,2012,Waterbury,118560,84000,Single Family,Detached House,3,3,1097,1.021958,East
1730,23-11-2012,2012,West Hartford,154000,219900,?,Detached House,3,1,942,1.021958,North
1731,23-11-2012,2012,West Hartford,206900,285000,Single Family,Detached House,3,1,1067,1.021958,West
1732,24-11-2012,2012,Norwalk,384370,421500,Single Family,Detached House,3,3,1021,1.021958,North
1733,29-11-2012,2012,Bridgeport,159720,205000,Single Family,Detached House,3,2,965,1.021958,South
1734,30-11-2012,2012,West Hartford,158700,255000,Single Family,Detached House,3,2,960,1.021958,West
1735,30-11-2012,2012,Stamford,523230,660000,?,Detached House,3,1,1097,1.021958,South
1736,30-11-2012,2012,Bridgeport,132060,32000,?,Duplex,4,2,1377,1.021958,West
1737,30-11-2012,2012,Waterbury,179980,175000,Single Family,Detached House,3,1,1079,1.021958,South
1738,01-12-2012,2012,Waterbury,135610,108000,?,Triplex,6,6,2030,1.021958,North
1739,01-12-2012,2012,Norwalk,361690,420000,Single Family,Detached House,3,2,1055,1.021958,East
1740,01-12-2012,2012,Stamford,470760,702500,Single Family,Detached House,3,2,1036,1.021958,East
1741,01-12-2012,2012,Bridgeport,146890,41000,Single Family,Detached House,3,1,1080,1.021958,South
1742,02-12-2012,2012,Bridgeport,178120,122000,Two Family,Duplex,4,4,1405,1.021958,South
1743,02-12-2012,2012,Bridgeport,127740,135000,Single Family,Detached House,3,1,1007,1.021958,North
1744,03-12-2012,2012,Norwalk,296170,250000,Single Family,Detached House,3,2,1079,1.021958,East
1745,06-12-2012,2012,Waterbury,156280,73000,Three Family,Triplex,6,6,2141,1.021958,North
1746,08-12-2012,2012,Bridgeport,127470,49400,Single Family,Detached House,3,1,985,1.021958,West
1747,09-12-2012,2012,Bridgeport,128020,119900,Single Family,Detached House,3,1,943,1.021958,West
1748,10-12-2012,2012,Waterbury,184290,110750,Three Family,Triplex,6,5,2194,1.021958,North
1749,10-12-2012,2012,Norwalk,206500,142000,Single Family,Detached House,3,3,924,1.021958,West
1750,13-12-2012,2012,Stamford,301480,281000,Single Family,Detached House,3,1,910,1.021958,West
1751,14-12-2012,2012,Bridgeport,108260,75000,Single Family,Detached House,3,2,926,1.021958,East
1752,14-12-2012,2012,Bridgeport,225680,135000,Two Family,Duplex,4,2,1359,1.021958,South
1753,14-12-2012,2012,West Hartford,208100,312500,Single Family,Detached House,3,3,1002,1.021958,South
1754,15-12-2012,2012,Bridgeport,160000,101000,Two Family,Duplex,4,4,1382,1.021958,West
1755,15-12-2012,2012,West Hartford,292700,292500,Single Family,Detached House,3,2,910,1.021958,East
1756,15-12-2012,2012,Stamford,497160,569000,Single Family,Detached House,3,3,992,1.021958,East
1757,15-12-2012,2012,Waterbury,103750,13451,Three Family,Triplex,6,6,2000,1.021958,West
1758,15-12-2012,2012,Stamford,411300,577500,Single Family,Detached House,3,1,974,1.021958,East
1759,16-12-2012,2012,Bridgeport,150640,165000,Single Family,Detached House,3,1,946,1.021958,South
1760,17-12-2012,2012,Stamford,392090,270000,Two Family,Duplex,4,3,1368,1.021958,South
1761,17-12-2012,2012,Stamford,441400,200000,Two Family,Duplex,4,2,1406,1.021958,East
1762,20-12-2012,2012,Bridgeport,176640,76000,Three Family,Triplex,6,4,2189,1.021958,East
1763,20-12-2012,2012,Bridgeport,175660,68750,Three Family,Triplex,6,6,2075,1.021958,North
1764,20-12-2012,2012,Bridgeport,145160,161000,Three Family,Triplex,6,5,2143,1.021958,East
1765,20-12-2012,2012,Stamford,875000,750000,Single Family,Detached House,3,1,956,1.021958,East
1766,20-12-2012,2012,Bridgeport,125770,45000,Two Family,Duplex,4,2,1370,1.021958,East
1767,20-12-2012,2012,Waterbury,140880,25000,?,Triplex,6,6,1973,1.021958,South
1768,20-12-2012,2012,Waterbury,126030,131000,Single Family,Detached House,3,2,1095,1.021958,East
1769,20-12-2012,2012,Bridgeport,180920,90000,Two Family,Duplex,4,4,1294,1.021958,East
1770,20-12-2012,2012,Waterbury,98840,75000,Two Family,Duplex,4,3,1259,1.021958,West
1771,22-12-2012,2012,Bridgeport,130410,129000,Single Family,Detached House,3,1,1045,1.021958,West
1772,22-12-2012,2012,Norwalk,292180,300000,Two Family,Duplex,4,3,1312,1.021958,South
1773,22-12-2012,2012,Stamford,303530,310000,Single Family,Detached House,3,1,1059,1.021958,North
1774,23-12-2012,2012,Bridgeport,202080,185000,Two Family,Duplex,4,4,1221,1.021958,West
1775,27-12-2012,2012,West Hartford,283700,365000,Three Family,Triplex,6,6,2009,1.021958,North
1776,28-12-2012,2012,Stamford,343100,348050,Single Family,Detached House,3,3,1005,1.021958,South
1777,28-12-2012,2012,Waterbury,103500,97500,Single Family,Detached House,3,2,970,1.021958,North
1778,29-12-2012,2012,Stamford,313690,325000,?,Detached House,3,2,1100,1.021958,North
1779,29-12-2012,2012,Bridgeport,190400,220000,?,Duplex,4,2,1327,1.021958,South
1780,30-12-2012,2012,Bridgeport,95460,50000,Single Family,Detached House,3,1,1002,1.021958,West
1781,03-01-2013,2013,Bridgeport,209530,121000,Three Family,Triplex,6,6,2047,1.020333,East
1782,03-01-2013,2013,West Hartford,267300,345000,Single Family,Detached House,3,2,1085,1.020333,West
1783,05-01-2013,2013,West Hartford,165300,250000,Single Family,Detached House,3,2,948,1.020333,West
1784,05-01-2013,2013,West Hartford,212900,279900,Single Family,Detached House,3,2,900,1.020333,North
1785,06-01-2013,2013,Bridgeport,219410,91500,Two Family,Duplex,4,3,1208,1.020333,West
1786,07-01-2013,2013,Norwalk,292250,407000,?,Detached House,3,2,937,1.020333,South
1787,11-01-2013,2013,Waterbury,158652,50000,?,Detached House,3,2,968,1.020333,East
1788,11-01-2013,2013,Waterbury,153760,44900,Three Family,Triplex,6,5,2125,1.020333,West
1789,18-01-2013,2013,West Hartford,256300,247500,Single Family,Detached House,3,3,1049,1.020333,North
1790,19-01-2013,2013,West Hartford,187400,3000,Single Family,Detached House,3,3,989,1.020333,South
1791,20-01-2013,2013,Waterbury,125750,8500,Three Family,Triplex,6,4,1970,1.020333,East
1792,20-01-2013,2013,Norwalk,249200,335000,?,Detached House,3,1,953,1.020333,South
1793,24-01-2013,2013,West Hartford,307100,480000,Single Family,Detached House,3,2,989,1.020333,East
1794,25-01-2013,2013,Norwalk,224210,236700,Single Family,Detached House,3,1,962,1.020333,West
1795,25-01-2013,2013,Bridgeport,188620,52000,Three Family,Triplex,6,5,1895,1.020333,East
1796,26-01-2013,2013,West Hartford,192800,217000,Single Family,Detached House,3,2,1032,1.020333,West
1797,26-01-2013,2013,Waterbury,179610,215000,Single Family,Detached House,3,2,1025,1.020333,South
1798,26-01-2013,2013,Waterbury,176610,152000,Single Family,Detached House,3,2,1052,1.020333,East
1799,27-01-2013,2013,Waterbury,168870,18500,Three Family,Triplex,6,6,2044,1.020333,West
1800,28-01-2013,2013,Waterbury,116220,106500,Single Family,Detached House,3,2,919,1.020333,East
1801,31-01-2013,2013,Bridgeport,175020,145000,Three Family,Triplex,6,4,2082,1.020333,South
1802,31-01-2013,2013,Norwalk,310800,360000,Single Family,Detached House,3,1,1051,1.020333,South
1803,01-02-2013,2013,Waterbury,143820,37000,?,Triplex,6,6,1853,1.020333,North
1804,01-02-2013,2013,Waterbury,107880,26300,Two Family,Duplex,4,3,1495,1.020333,North
1805,01-02-2013,2013,Waterbury,131170,115000,Single Family,Detached House,3,2,1088,1.020333,West
1806,01-02-2013,2013,Waterbury,126130,143000,Single Family,Detached House,3,2,966,1.020333,North
1807,01-02-2013,2013,West Hartford,154100,225000,Single Family,Detached House,3,1,1042,1.020333,East
1808,07-02-2013,2013,Norwalk,341600,235000,Two Family,Duplex,4,2,1338,1.020333,South
1809,07-02-2013,2013,Norwalk,240870,15000,Two Family,Duplex,4,4,1485,1.020333,North
1810,07-02-2013,2013,Norwalk,237090,225000,Two Family,Duplex,4,3,1255,1.020333,North
1811,07-02-2013,2013,Norwalk,258440,345000,Single Family,Detached House,3,2,1042,1.020333,North
1812,10-02-2013,2013,West Hartford,248700,419000,Single Family,Detached House,3,3,994,1.020333,East
1813,14-02-2013,2013,Stamford,366050,415000,?,Detached House,3,3,965,1.020333,West
1814,15-02-2013,2013,West Hartford,181700,216500,Single Family,Detached House,3,3,969,1.020333,North
1815,17-02-2013,2013,Bridgeport,160200,115000,Two Family,Duplex,4,3,1475,1.020333,West
1816,18-02-2013,2013,Norwalk,314720,310000,Single Family,Detached House,3,1,951,1.020333,North
1817,22-02-2013,2013,Waterbury,127650,31077,Single Family,Detached House,3,3,965,1.020333,South
1818,22-02-2013,2013,Waterbury,97810,45500,Single Family,Detached House,3,1,983,1.020333,North
1819,22-02-2013,2013,Bridgeport,193810,250000,Two Family,Duplex,4,4,1424,1.020333,North
1820,22-02-2013,2013,Bridgeport,225370,112000,Three Family,Triplex,6,5,1825,1.020333,North
1821,24-02-2013,2013,Norwalk,472710,601000,Single Family,Detached House,3,1,1047,1.020333,South
1822,24-02-2013,2013,Waterbury,135390,145000,Single Family,Detached House,3,3,1038,1.020333,South
1823,28-02-2013,2013,Waterbury,97340,21000,Single Family,Detached House,3,3,956,1.020333,East
1824,28-02-2013,2013,Bridgeport,172130,188000,Two Family,Duplex,4,4,1399,1.020333,South
1825,28-02-2013,2013,Norwalk,632660,775000,?,Detached House,3,3,1031,1.020333,North
1826,28-02-2013,2013,Bridgeport,188070,165000,Two Family,Duplex,4,3,1256,1.020333,West
1827,01-03-2013,2013,Waterbury,116770,145900,Single Family,Detached House,3,1,1045,1.020333,North
1828,01-03-2013,2013,Waterbury,98840,15512,Two Family,Duplex,4,4,1262,1.020333,South
1829,01-03-2013,2013,Waterbury,87850,13115,Single Family,Detached House,3,1,971,1.020333,East
1830,01-03-2013,2013,Waterbury,131880,130000,Single Family,Detached House,3,1,948,1.020333,East
1831,02-03-2013,2013,Bridgeport,117690,177000,Single Family,Detached House,3,2,1017,1.020333,South
1832,02-03-2013,2013,Waterbury,87720,36000,Single Family,Detached House,3,3,960,1.020333,South
1833,03-03-2013,2013,Bridgeport,157670,51000,?,Duplex,4,3,1372,1.020333,East
1834,08-03-2013,2013,Waterbury,128760,50000,?,Detached House,3,1,936,1.020333,South
1835,09-03-2013,2013,Norwalk,407680,597500,Single Family,Detached House,3,3,1078,1.020333,North
1836,09-03-2013,2013,Waterbury,131980,38500,Four Family,Fourplex,8,8,2751,1.020333,North
1837,09-03-2013,2013,Waterbury,109840,135000,?,Detached House,3,1,1010,1.020333,East
1838,15-03-2013,2013,Stamford,516410,500050,Single Family,Detached House,3,3,1095,1.020333,West
1839,17-03-2013,2013,Bridgeport,104140,31000,Single Family,Detached House,3,2,1061,1.020333,North
1840,17-03-2013,2013,Bridgeport,131580,64900,?,Duplex,4,4,1402,1.020333,East
1841,18-03-2013,2013,Norwalk,1181600,1150000,?,Detached House,3,2,1073,1.020333,West
1842,18-03-2013,2013,Waterbury,84130,109900,Single Family,Detached House,3,3,985,1.020333,North
1843,18-03-2013,2013,Stamford,529960,515000,Single Family,Detached House,3,1,1033,1.020333,South
1844,21-03-2013,2013,Stamford,297420,264500,Single Family,Detached House,3,3,1027,1.020333,East
1845,21-03-2013,2013,Stamford,575150,610000,Single Family,Detached House,3,3,954,1.020333,West
1846,23-03-2013,2013,Bridgeport,183090,68990,Two Family,Duplex,4,4,1429,1.020333,West
1847,23-03-2013,2013,Norwalk,246750,339900,Single Family,Detached House,3,3,1090,1.020333,South
1848,24-03-2013,2013,Waterbury,150540,22236,Four Family,Fourplex,8,8,2678,1.020333,South
1849,30-03-2013,2013,Stamford,302490,230000,?,Detached House,3,2,925,1.020333,East
1850,30-03-2013,2013,Waterbury,86490,37000,?,Detached House,3,2,1004,1.020333,South
1851,30-03-2013,2013,Bridgeport,151320,100000,?,Detached House,3,2,1052,1.020333,North
1852,31-03-2013,2013,Waterbury,143560,37500,Three Family,Triplex,6,4,2084,1.020333,East
1853,31-03-2013,2013,West Hartford,278800,475000,?,Detached House,3,2,1018,1.020333,South
1854,04-04-2013,2013,Norwalk,242900,102000,?,Detached House,3,3,989,1.020333,South
1855,04-04-2013,2013,West Hartford,210600,285000,Single Family,Detached House,3,3,958,1.020333,South
1856,05-04-2013,2013,West Hartford,362000,605000,Single Family,Detached House,3,1,933,1.020333,South
1857,08-04-2013,2013,Waterbury,159310,117500,Two Family,Duplex,4,4,1326,1.020333,South
1858,11-04-2013,2013,Bridgeport,175820,136000,Single Family,Detached House,3,2,915,1.020333,East
1859,11-04-2013,2013,Waterbury,131340,55000,Single Family,Detached House,3,2,1071,1.020333,North
1860,12-04-2013,2013,West Hartford,317200,356250,Single Family,Detached House,3,2,914,1.020333,South
1861,13-04-2013,2013,Stamford,1548630,1695000,Single Family,Detached House,3,3,1094,1.020333,South
1862,14-04-2013,2013,Bridgeport,106040,63000,Single Family,Detached House,3,1,999,1.020333,East
1863,14-04-2013,2013,Waterbury,180120,106250,Single Family,Detached House,3,1,903,1.020333,South
1864,15-04-2013,2013,Norwalk,723380,725000,?,Detached House,3,3,1033,1.020333,South
1865,15-04-2013,2013,Norwalk,355810,430000,Single Family,Detached House,3,1,1095,1.020333,South
1866,18-04-2013,2013,Waterbury,92670,48000,Single Family,Detached House,3,2,972,1.020333,North
1867,18-04-2013,2013,Waterbury,91480,37500,Two Family,Duplex,4,4,1236,1.020333,South
1868,18-04-2013,2013,Waterbury,153260,78200,?,Triplex,6,4,1990,1.020333,West
1869,18-04-2013,2013,Waterbury,185450,129000,Two Family,Duplex,4,2,1448,1.020333,West
1870,20-04-2013,2013,Stamford,222040,380000,Single Family,Detached House,3,2,1006,1.020333,East
1871,21-04-2013,2013,Bridgeport,117960,40000,Single Family,Detached House,3,1,995,1.020333,East
1872,25-04-2013,2013,Bridgeport,106960,30000,Single Family,Detached House,3,3,944,1.020333,West
1873,28-04-2013,2013,Bridgeport,103310,76000,Single Family,Detached House,3,1,1018,1.020333,East
1874,28-04-2013,2013,Bridgeport,131400,116000,?,Detached House,3,2,1065,1.020333,North
1875,28-04-2013,2013,Bridgeport,135640,98750,Single Family,Detached House,3,1,1026,1.020333,East
1876,02-05-2013,2013,Bridgeport,92680,100000,Single Family,Detached House,3,1,1013,1.020333,East
1877,02-05-2013,2013,Norwalk,412790,759000,Single Family,Detached House,3,1,1031,1.020333,East
1878,03-05-2013,2013,Stamford,331590,370000,Single Family,Detached House,3,2,1042,1.020333,South
1879,03-05-2013,2013,Waterbury,150110,175000,Single Family,Detached House,3,2,1072,1.020333,South
1880,03-05-2013,2013,Bridgeport,146490,114750,Single Family,Detached House,3,1,1076,1.020333,East
1881,05-05-2013,2013,Norwalk,858340,1299000,Single Family,Detached House,3,1,992,1.020333,East
1882,06-05-2013,2013,Stamford,404980,517500,Single Family,Detached House,3,2,1009,1.020333,South
1883,06-05-2013,2013,Waterbury,153070,144900,Single Family,Detached House,3,3,1027,1.020333,West
1884,10-05-2013,2013,Bridgeport,171670,100000,Three Family,Triplex,6,4,2196,1.020333,East
1885,10-05-2013,2013,Norwalk,396410,555000,?,Detached House,3,3,958,1.020333,South
